,rank,loo,p_loo,d_loo,weight,se,dse,warning,loo_scale,LMV,UMV,lithosphere,ice_history,esl_curve,deglacial_rate,true_model
output71Cp57_ICE6G_Wael_T,136,-68.98581128027517,29.51991131865075,39.61514187502694,1.8695548077261326e-18,6.084890350141879e-11,0.0,True,log,7e+21,5e+20,71,ICE6G,Wael,T,False
output48Cp55_ICE6G_Wael_T,137,-69.01281245320482,27.24281330619695,39.64214304795659,1.819750054305449e-18,5.6695193233505596e-11,0.0,True,log,5e+21,5e+20,48,ICE6G,Wael,T,False
output48Cp33_Colleoni_Wael_T,138,-69.04173079377297,30.926162319228474,39.67106138852474,1.767879522109941e-18,5.4085524808056234e-11,0.0,True,log,3e+21,3e+20,48,Colleoni,Wael,T,False
output96Cp35_Lambeck_Wael_T,139,-69.04591225612492,29.438697213518033,39.67524285087669,1.7605026342839473e-18,1.3726462237000421e-10,0.0,True,log,5e+21,3e+20,96,Lambeck,Wael,T,False
output71Cp510_ICE6G_Wael_T,140,-69.0514487812144,32.095017660332964,39.680779375966175,1.750782499986218e-18,1.0989451621046359e-10,0.0,True,log,1e+22,5e+20,71,ICE6G,Wael,T,False
output71Cp530_Lambeck_Wael_T,141,-69.05732452597513,31.344876376429788,39.686655120726904,1.7405255121156817e-18,6.975910938247007e-11,0.0,True,log,3e+22,5e+20,71,Lambeck,Wael,T,False
output96Cp330_Lambeck_Wael_T,142,-69.06636775082838,26.41205592034568,39.69569834558015,1.7248565045145734e-18,4.8532045689332596e-11,0.0,True,log,3e+22,3e+20,96,Lambeck,Wael,T,False
output48Cp530_ICE6G_Wael_T,143,-69.08480702479267,27.64870610665256,39.71413761954444,1.6933428403227278e-18,8.526611662055411e-11,0.0,True,log,3e+22,5e+20,48,ICE6G,Wael,T,False
output96Cp57_ICE6G_Wael_T,144,-69.10385184157641,27.791335947271143,39.733182436328185,1.6613985879117654e-18,1.4348897673144163e-10,0.0,True,log,7e+21,5e+20,96,ICE6G,Wael,T,False
output48Cp35_ICE6G_Wael_T,145,-69.10605732357094,31.0825960393058,39.73538791832271,1.657738440921548e-18,3.909307310495175e-11,0.0,True,log,5e+21,3e+20,48,ICE6G,Wael,T,False
output96Cp57_Lambeck_Wael_T,146,-69.11515371584386,27.687210622159014,39.74448431059563,1.642727378538514e-18,1.614657079367906e-10,0.0,True,log,7e+21,5e+20,96,Lambeck,Wael,T,False
output48Cp53_Colleoni_Wael_T,147,-69.15019965637899,24.19910537222834,39.77953025113076,1.5861535837325858e-18,2.3333235278018042e-11,0.0,True,log,3e+21,5e+20,48,Colleoni,Wael,T,False
output71Cp37_Lambeck_Wael_T,148,-69.21342237915036,28.110570525464027,39.84275297390213,1.488976889720401e-18,7.205712716927247e-11,0.0,True,log,7e+21,3e+20,71,Lambeck,Wael,T,False
output96Cp310_Lambeck_Wael_T,149,-69.21397883324215,19.634068090830695,39.84330942799392,1.4881485729192961e-18,6.099496522365965e-11,0.0,True,log,1e+22,3e+20,96,Lambeck,Wael,T,False
output71Cp35_ICE6G_Wael_T,150,-69.2278676689837,28.852160566616,39.85719826373548,1.467622791389472e-18,3.313161956583729e-11,0.0,True,log,5e+21,3e+20,71,ICE6G,Wael,T,False
output48Cp35_Lambeck_Wael_T,151,-69.24578027771842,26.320516196639446,39.875110872470195,1.4415678908377466e-18,2.57703968494236e-11,0.0,True,log,5e+21,3e+20,48,Lambeck,Wael,T,False
output96Cp53_ICE6G_Wael_T,152,-69.24912528271662,25.039147820401674,39.87845587746839,1.4367538949485731e-18,1.4407830932632489e-11,0.0,True,log,3e+21,5e+20,96,ICE6G,Wael,T,False
output48Cp510_Lambeck_Wael_T,153,-69.25960586397747,24.077643443954607,39.88893645872924,1.421774512434626e-18,1.8077195658842266e-11,0.0,True,log,1e+22,5e+20,48,Lambeck,Wael,T,False
output48Cp37_Lambeck_Wael_T,154,-69.27128108265683,29.66760899434655,39.9006116774086,1.4052715096326122e-18,8.455359729731042e-11,0.0,True,log,7e+21,3e+20,48,Lambeck,Wael,T,False
output71Cp33_Lambeck_Wael_T,155,-69.28445730795256,35.77073065524972,39.913787902704335,1.386876788241406e-18,6.598909220973868e-11,0.0,True,log,3e+21,3e+20,71,Lambeck,Wael,T,False
output48Cp37_ICE6G_Wael_T,156,-69.33507046693732,28.754375073442063,39.964401061689095,1.318429354439869e-18,1.292576089122309e-11,0.0,True,log,7e+21,3e+20,48,ICE6G,Wael,T,False
output71Cp310_ICE6G_Wael_T,157,-69.35100713161135,25.74501064513501,39.980337726363125,1.2975845276018596e-18,8.946542418723232e-11,0.0,True,log,1e+22,3e+20,71,ICE6G,Wael,T,False
output96Cp320_Lambeck_Wael_T,158,-69.35162291778865,26.46058039958671,39.98095351254042,1.296785738953613e-18,7.18520581961207e-11,0.0,True,log,2e+22,3e+20,96,Lambeck,Wael,T,False
output96Cp55_Lambeck_Wael_T,159,-69.35599542894144,26.093901696945196,39.98532602369321,1.291127907324496e-18,1.0021692416003567e-10,0.0,True,log,5e+21,5e+20,96,Lambeck,Wael,T,False
output48Cp35_Colleoni_Wael_T,160,-69.36425473741794,17.783557523217056,39.99358533216971,1.280508000570448e-18,4.0549685710482415e-11,0.0,True,log,5e+21,3e+20,48,Colleoni,Wael,T,False
output96Cp53_Colleoni_Wael_T,161,-69.37370565713728,26.238386198119777,40.00303625188905,1.2684630299366834e-18,4.747648927038206e-11,0.0,True,log,3e+21,5e+20,96,Colleoni,Wael,T,False
output48Cp33_Lambeck_Wael_T,162,-69.39567319792567,25.890013117557686,40.025003792677445,1.2409018506044759e-18,4.090495707771503e-11,0.0,True,log,3e+21,3e+20,48,Lambeck,Wael,T,False
output96Cp510_ICE6G_Wael_T,163,-69.40121143630876,30.218335470664925,40.03054203106053,1.2340484357837142e-18,1.8177660433685637e-11,0.0,True,log,1e+22,5e+20,96,ICE6G,Wael,T,False
output48Cp330_ICE6G_Wael_T,164,-69.41084352814079,28.534508892824647,40.04017412289256,1.2222190303424736e-18,4.5175318912647826e-11,0.0,True,log,3e+22,3e+20,48,ICE6G,Wael,T,False
output71Cp57_Lambeck_Wael_T,165,-69.41288434262817,23.264952507861587,40.042214937379946,1.219727251535948e-18,1.7283043852846348e-10,0.0,True,log,7e+21,5e+20,71,Lambeck,Wael,T,False
output71Cp53_ICE6G_Wael_T,166,-69.41504595938073,29.728539183263578,40.044376554132505,1.217093516259381e-18,7.620057972936949e-11,0.0,True,log,3e+21,5e+20,71,ICE6G,Wael,T,False
output71Cp510_Lambeck_Wael_T,167,-69.46642188860602,22.593880922961908,40.09575248335779,1.15614329878608e-18,1.1092795542808364e-10,0.0,True,log,1e+22,5e+20,71,Lambeck,Wael,T,False
output96Cp530_ICE6G_Wael_T,168,-69.46881731109717,27.73572953670567,40.09814790584894,1.1533771614808592e-18,8.459524167474346e-11,0.0,True,log,3e+22,5e+20,96,ICE6G,Wael,T,False
output96Cp37_Lambeck_Wael_T,169,-69.47246149955497,10.706733750407501,40.10179209430674,1.149181686936048e-18,1.1396907833422837e-10,0.0,True,log,7e+21,3e+20,96,Lambeck,Wael,T,False
output96Cp520_Lambeck_Wael_T,170,-69.49211988128481,21.149782647052888,40.12145047603658,1.1268112384871906e-18,9.58257700585669e-11,0.0,True,log,2e+22,5e+20,96,Lambeck,Wael,T,False
output96Cp530_Lambeck_Wael_T,171,-69.50560432277322,19.76221126092024,40.134934917524994,1.111718803488511e-18,1.1696756867641632e-10,0.0,True,log,3e+22,5e+20,96,Lambeck,Wael,T,False
output48Cp310_Lambeck_Wael_T,172,-69.5069587494546,28.284323021531,40.13628934420637,1.1102140811250967e-18,3.6756869888374736e-11,0.0,True,log,1e+22,3e+20,48,Lambeck,Wael,T,False
output96Cp310_Colleoni_Wael_T,173,-69.52492321614653,24.817594009856165,40.154253810898304,1.0904477545871248e-18,5.111446805934778e-11,0.0,True,log,1e+22,3e+20,96,Colleoni,Wael,T,False
output48Cp530_Lambeck_Wael_T,174,-69.55003688985339,26.776813635236536,40.17936748460516,1.0634036156915122e-18,3.8924519436486495e-11,0.0,True,log,3e+22,5e+20,48,Lambeck,Wael,T,False
output71Cp53_Colleoni_Wael_T,175,-69.5631355292114,30.514581498400347,40.192466123963165,1.0495653046222513e-18,9.675973329298764e-11,0.0,True,log,3e+21,5e+20,71,Colleoni,Wael,T,False
output48Cp520_Lambeck_Wael_T,176,-69.5698640101794,24.86752264362081,40.19919460493117,1.0425270294495276e-18,5.919432707334785e-11,0.0,True,log,2e+22,5e+20,48,Lambeck,Wael,T,False
output48Cp320_Lambeck_Wael_T,177,-69.58521076251483,30.353275704121074,40.214541357266604,1.0266497691325842e-18,2.3198232158977534e-11,0.0,True,log,2e+22,3e+20,48,Lambeck,Wael,T,False
output71Cp35_Colleoni_Wael_T,178,-69.61231363884492,27.529515155839434,40.241644233596695,9.991982947563154e-19,4.8211312977912174e-11,0.0,True,log,5e+21,3e+20,71,Colleoni,Wael,T,False
output48Cp320_Colleoni_Wael_T,179,-69.61250265628745,33.03371322649987,40.24183325103922,9.9900944669522e-19,6.250239761628222e-11,0.0,True,log,2e+22,3e+20,48,Colleoni,Wael,T,False
output71Cp330_Lambeck_Wael_T,180,-69.64537203522268,27.270464470136325,40.27470262997445,9.667064250473426e-19,3.6634595244410755e-11,0.0,True,log,3e+22,3e+20,71,Lambeck,Wael,T,False
output48Cp57_Lambeck_Wael_T,181,-69.65897207809083,27.141519822001214,40.2883026728426,9.536481738853225e-19,4.6186266183744906e-11,0.0,True,log,7e+21,5e+20,48,Lambeck,Wael,T,False
output71Cp320_Colleoni_Wael_T,182,-69.66405068336097,34.3867564396573,40.29338127811274,9.488172488092499e-19,6.821111438339326e-11,0.0,True,log,2e+22,3e+20,71,Colleoni,Wael,T,False
output48Cp55_Colleoni_Wael_T,183,-69.67030725439967,26.014254989157912,40.299637849151445,9.42899438195271e-19,3.6023528493056704e-11,0.0,True,log,5e+21,5e+20,48,Colleoni,Wael,T,False
output71Cp530_Colleoni_Wael_T,184,-69.70118352627775,25.826091708613824,40.330514121029516,9.14231082295552e-19,2.815368020806361e-11,0.0,True,log,3e+22,5e+20,71,Colleoni,Wael,T,False
output48Cp53_ICE6G_Wael_T,185,-69.70287264452068,26.59393745630984,40.33220323927245,9.126881413661603e-19,3.302503815576771e-11,0.0,True,log,3e+21,5e+20,48,ICE6G,Wael,T,False
output48Cp510_Colleoni_Wael_T,186,-69.71553018801124,27.081566154203003,40.344860782763014,9.012085564629022e-19,4.414503194735731e-11,0.0,True,log,1e+22,5e+20,48,Colleoni,Wael,T,False
output71Cp55_Lambeck_Wael_T,187,-69.7284262926556,27.741217503709585,40.35775688740737,8.896610952829598e-19,6.423504008872679e-11,0.0,True,log,5e+21,5e+20,71,Lambeck,Wael,T,False
output71Cp310_Lambeck_Wael_T,188,-69.75032434719822,11.488667032188637,40.37965494194999,8.703910068511096e-19,9.280676748623082e-12,0.0,True,log,1e+22,3e+20,71,Lambeck,Wael,T,False
output96Cp35_Colleoni_Wael_T,189,-69.75741007499724,7.819179731351625,40.38674066974901,8.6424545167710645e-19,6.61637631489425e-11,0.0,True,log,5e+21,3e+20,96,Colleoni,Wael,T,False
output48Cp55_Lambeck_Wael_T,190,-69.761255897876,27.735713584310794,40.39058649262777,8.609280998086024e-19,1.738796921178302e-11,0.0,True,log,5e+21,5e+20,48,Lambeck,Wael,T,False
output96Cp33_Colleoni_Wael_T,191,-69.78305722478514,25.7202034448881,40.41238781953691,8.423618447278759e-19,1.3399217261209435e-10,0.0,True,log,3e+21,3e+20,96,Colleoni,Wael,T,False
output48Cp57_Colleoni_Wael_T,192,-69.78433145322327,25.961988077960385,40.413662047975045,8.4128916687063895e-19,2.082699602415647e-11,0.0,True,log,7e+21,5e+20,48,Colleoni,Wael,T,False
output96Cp520_Colleoni_Wael_T,193,-69.8204615773093,26.415230830233675,40.44979217206107,8.114358346180512e-19,6.443003887860526e-11,0.0,True,log,2e+22,5e+20,96,Colleoni,Wael,T,False
output48Cp37_Colleoni_Wael_T,194,-69.82189346188423,23.86453757596862,40.451224056636,8.102747836083656e-19,6.534960374800284e-11,0.0,True,log,7e+21,3e+20,48,Colleoni,Wael,T,False
output71Cp55_Colleoni_Wael_T,195,-69.85605376413845,10.44424806505507,40.48538435889022,7.830629799371278e-19,1.8164116844849527e-10,0.0,True,log,5e+21,5e+20,71,Colleoni,Wael,T,False
output71Cp33_Colleoni_Wael_T,196,-69.85897251126356,21.590750761435586,40.48830310601533,7.807807493651162e-19,2.399404001870715e-11,0.0,True,log,3e+21,3e+20,71,Colleoni,Wael,T,False
output71Cp57_Colleoni_Wael_T,197,-69.92713843227291,14.303777503950585,40.55646902702468,7.293315711899862e-19,1.0983767279165971e-10,0.0,True,log,7e+21,5e+20,71,Colleoni,Wael,T,False
output96Cp510_Lambeck_Wael_T,198,-69.95653858262217,21.50208038358285,40.585869177373944,7.082012526267598e-19,1.1450909081290573e-10,0.0,True,log,1e+22,5e+20,96,Lambeck,Wael,T,False
output96Cp330_Colleoni_Wael_T,199,-69.96378081390225,18.097639678284686,40.59311140865402,7.030908231532792e-19,3.625386729977331e-11,0.0,True,log,3e+22,3e+20,96,Colleoni,Wael,T,False
output48Cp520_Colleoni_Wael_T,200,-69.98102510127293,28.628439204999793,40.610355696024705,6.91070462099469e-19,1.849443928138595e-11,0.0,True,log,2e+22,5e+20,48,Colleoni,Wael,T,False
output71Cp37_Colleoni_Wael_T,201,-70.00383187273178,11.91175826728778,40.63316246748355,6.754877471561334e-19,7.479074011263325e-11,0.0,True,log,7e+21,3e+20,71,Colleoni,Wael,T,False
output71Cp520_Lambeck_Wael_T,202,-70.01446636747812,29.89103239293287,40.64379696222989,6.68342337509981e-19,9.008063158610793e-11,0.0,True,log,2e+22,5e+20,71,Lambeck,Wael,T,False
output71Cp330_Colleoni_Wael_T,203,-70.02804197352812,10.6486045903183,40.65737256827989,6.593304942497146e-19,7.562207511302826e-11,0.0,True,log,3e+22,3e+20,71,Colleoni,Wael,T,False
output48Cp530_Colleoni_Wael_T,204,-70.07706089839196,28.11749581493204,40.706391493143734,6.277901739048833e-19,3.0092473253780546e-11,0.0,True,log,3e+22,5e+20,48,Colleoni,Wael,T,False
output96Cp320_Colleoni_Wael_T,205,-70.10548031504686,13.892926143569355,40.73481090979863,6.101998802279544e-19,6.31408042789183e-11,0.0,True,log,2e+22,3e+20,96,Colleoni,Wael,T,False
output96Cp55_Colleoni_Wael_T,206,-70.1205015308744,20.5043878422982,40.74983212562618,6.011024345342794e-19,6.463294401959363e-11,0.0,True,log,5e+21,5e+20,96,Colleoni,Wael,T,False
output96Cp510_Colleoni_Wael_T,207,-70.12424273398864,22.13398931362093,40.75357332874041,5.988577896894221e-19,7.140756852543224e-11,0.0,True,log,1e+22,5e+20,96,Colleoni,Wael,T,False
output96Cp37_Colleoni_Wael_T,208,-70.14828871575645,25.70699839414828,40.77761931050822,5.846294193387747e-19,6.028046931468448e-11,0.0,True,log,7e+21,3e+20,96,Colleoni,Wael,T,False
output96Cp57_Colleoni_Wael_T,209,-70.16083233674233,18.373700933823358,40.7901629314941,5.773418512848785e-19,1.51045198260149e-10,0.0,True,log,7e+21,5e+20,96,Colleoni,Wael,T,False
output96Cp530_Colleoni_Wael_T,210,-70.26423279526367,11.717865246262214,40.89356339001544,5.206271256440867e-19,1.503101869909146e-10,0.0,True,log,3e+22,5e+20,96,Colleoni,Wael,T,False
output71Cp510_Colleoni_Wael_T,211,-70.30063398224928,21.18263337148084,40.92996457700105,5.020164603998281e-19,6.409293154199212e-11,0.0,True,log,1e+22,5e+20,71,Colleoni,Wael,T,False
output71Cp310_Colleoni_Wael_T,212,-70.31129290803521,25.328029822041287,40.940623502786984,4.966939208744237e-19,7.579260536952075e-11,0.0,True,log,1e+22,3e+20,71,Colleoni,Wael,T,False
output71Cp520_Colleoni_Wael_T,213,-70.31911118566258,25.838495344650916,40.94844178041435,4.928257707429744e-19,1.378148925279807e-10,0.0,True,log,2e+22,5e+20,71,Colleoni,Wael,T,False
output48Cp330_Colleoni_Wael_T,214,-70.50322620872963,13.109663852451348,41.1325568034814,4.0995224705337383e-19,2.6028168820917927e-11,0.0,True,log,3e+22,3e+20,48,Colleoni,Wael,T,False
output48Cp310_Colleoni_Wael_T,215,-70.5261773155376,12.561654424018855,41.155507910289366,4.0065053978932743e-19,4.313488728201856e-12,0.0,True,log,1e+22,3e+20,48,Colleoni,Wael,T,False
