,rank,loo,p_loo,d_loo,weight,se,dse,warning,loo_scale,LMV,UMV,lithosphere,ice_history,esl_curve,deglacial_rate,true_model
output71Cp35_ICE6G_Wael_S,137,-26.973903275756346,22.8489860802927,6.274809479276815,0.0005766538783796472,5.326012128890005e-12,0.0,True,log,5e+21,3e+20,71,ICE6G,Wael,S,False
output48Cp37_Lambeck_Wael_S,138,-26.982377018142305,33.40420545829452,6.283283221662774,0.0005717881067315145,5.699047055876204e-12,0.0,True,log,7e+21,3e+20,48,Lambeck,Wael,S,False
output48Cp530_Lambeck_Wael_T,139,-26.986842854010305,28.23412477561108,6.287749057530775,0.0005692402881996064,4.7885640143714184e-12,0.0,True,log,3e+22,5e+20,48,Lambeck,Wael,T,False
output96Cp35_Lambeck_Wael_S,140,-26.995156470465854,25.187221168037652,6.296062673986324,0.0005645274602388478,1.48908172140854e-12,0.0,True,log,5e+21,3e+20,96,Lambeck,Wael,S,False
output71Cp330_Lambeck_Wael_T,141,-27.003885685036366,28.425662481522508,6.304791888556835,0.0005596210247273065,3.705974753385396e-12,0.0,True,log,3e+22,3e+20,71,Lambeck,Wael,T,False
output71Cp530_ICE6G_Wael_T,142,-27.007839970702435,28.378738486340545,6.308746174222904,0.0005574124927916164,6.6075533744708096e-12,0.0,True,log,3e+22,5e+20,71,ICE6G,Wael,T,False
output48Cp510_Colleoni_Wael_T,143,-27.02124470627083,27.729368752752496,6.322150909791301,0.0005499903825733368,2.831018886479795e-12,0.0,True,log,1e+22,5e+20,48,Colleoni,Wael,T,False
output96Cp520_ICE6G_Wael_S,144,-27.08251050440284,25.814061980537684,6.38341670792331,0.0005173062162772234,4.750472530115537e-12,0.0,True,log,2e+22,5e+20,96,ICE6G,Wael,S,False
output71Cp37_Colleoni_Wael_S,145,-27.0870432464753,26.852670360966233,6.387949449995769,0.0005149667068282886,3.530903428289797e-12,0.0,True,log,7e+21,3e+20,71,Colleoni,Wael,S,True
output71Cp53_ICE6G_Wael_S,146,-27.099681310380554,24.005065278186336,6.400587513901023,0.0005084994773867945,2.3852916729140913e-13,0.0,True,log,3e+21,5e+20,71,ICE6G,Wael,S,False
output96Cp310_Colleoni_Wael_S,147,-27.106200693166894,24.706855746492785,6.407106896687363,0.0005051951574139222,2.6863460049709026e-12,0.0,True,log,1e+22,3e+20,96,Colleoni,Wael,S,False
output96Cp57_Lambeck_Wael_T,148,-27.12541098676105,27.401254756700332,6.4263171902815195,0.0004955828335052678,5.690459479723379e-12,0.0,True,log,7e+21,5e+20,96,Lambeck,Wael,T,False
output48Cp330_Lambeck_Wael_T,149,-27.167325188655354,26.44579587156716,6.468231392175824,0.0004752401757764563,5.0869919541321014e-12,0.0,True,log,3e+22,3e+20,48,Lambeck,Wael,T,False
output96Cp33_Colleoni_Wael_S,150,-27.225480312800478,28.014994597676733,6.526386516320947,0.00044839080525576415,1.5707941096199392e-12,0.0,True,log,3e+21,3e+20,96,Colleoni,Wael,S,False
output96Cp33_ICE6G_Wael_S,151,-27.253553188450994,22.227926533335616,6.554459391971463,0.0004359782294564714,2.90917858024141e-12,0.0,True,log,3e+21,3e+20,96,ICE6G,Wael,S,False
output48Cp57_ICE6G_Wael_T,152,-27.256531538983896,29.853310072905835,6.557437742504366,0.00043468166523426293,1.833694852872332e-12,0.0,True,log,7e+21,5e+20,48,ICE6G,Wael,T,False
output71Cp37_ICE6G_Wael_S,153,-27.269583187106793,21.527513860411318,6.570489390627262,0.00042904521558462776,2.654371585250524e-12,0.0,True,log,7e+21,3e+20,71,ICE6G,Wael,S,False
output48Cp520_ICE6G_Wael_T,154,-27.286145319682177,25.438431908499677,6.587051523202646,0.00042199783278065316,2.643713445361948e-12,0.0,True,log,2e+22,5e+20,48,ICE6G,Wael,T,False
output96Cp330_ICE6G_Wael_S,155,-27.289852306139668,24.940828459108104,6.590758509660137,0.00042043638844403334,3.880057714497362e-12,0.0,True,log,3e+22,3e+20,96,ICE6G,Wael,S,False
output96Cp35_ICE6G_Wael_S,156,-27.314825590429255,28.753798580057126,6.615731793949724,0.00041006673210465045,6.0142502013941296e-12,0.0,True,log,5e+21,3e+20,96,ICE6G,Wael,S,False
output48Cp530_ICE6G_Wael_T,157,-27.33048380933476,28.270490172370373,6.631390012855228,0.0004036958261352167,2.905625866880239e-12,0.0,True,log,3e+22,5e+20,48,ICE6G,Wael,T,False
output96Cp55_Colleoni_Wael_S,158,-27.331624394010028,26.53944132821357,6.632530597530497,0.0004032356393532906,4.941330697680628e-12,0.0,True,log,5e+21,5e+20,96,Colleoni,Wael,S,False
output48Cp35_Lambeck_Wael_S,159,-27.343988965590533,26.10288470967728,6.6448951691110025,0.0003982805006397264,4.689088034713077e-12,0.0,True,log,5e+21,3e+20,48,Lambeck,Wael,S,False
output96Cp33_Colleoni_Wael_T,160,-27.345759663809464,28.432674447109214,6.646665867329933,0.00039757589007702413,1.9438289535640608e-12,0.0,True,log,3e+21,3e+20,96,Colleoni,Wael,T,False
output96Cp35_Colleoni_Wael_S,161,-27.35582941043496,29.63723754548321,6.65673561395543,0.000393592491168,4.2521042687837786e-12,0.0,True,log,5e+21,3e+20,96,Colleoni,Wael,S,False
output96Cp57_Colleoni_Wael_S,162,-27.431335853613188,23.907524784561744,6.732242057133657,0.0003649679875890972,2.6951486119224554e-13,0.0,True,log,7e+21,5e+20,96,Colleoni,Wael,S,False
output96Cp37_Colleoni_Wael_S,163,-27.441003027803994,26.008871167730703,6.741909231324463,0.0003614567775631931,1.695139053086143e-12,0.0,True,log,7e+21,3e+20,96,Colleoni,Wael,S,False
output96Cp520_ICE6G_Wael_T,164,-27.444831804900478,23.353879770456885,6.745738008420947,0.000360075486147793,1.002360193851519e-12,0.0,True,log,2e+22,5e+20,96,ICE6G,Wael,T,False
output96Cp510_Colleoni_Wael_T,165,-27.447003476575787,27.903846740942168,6.747909680096257,0.00035929436888571014,4.771788811477677e-12,0.0,True,log,1e+22,5e+20,96,Colleoni,Wael,T,False
output48Cp57_ICE6G_Wael_S,166,-27.4652393994739,22.96334253512396,6.766145602994371,0.000352801684450288,3.1375406017225696e-12,0.0,True,log,7e+21,5e+20,48,ICE6G,Wael,S,False
output71Cp33_Colleoni_Wael_S,167,-27.48428687371851,29.77970969314204,6.785193077238979,0.00034614529837052356,6.033002134343003e-12,0.0,True,log,3e+21,3e+20,71,Colleoni,Wael,S,False
output48Cp57_Lambeck_Wael_T,168,-27.493916303775595,28.43190355830206,6.794822507296065,0.00034282811336308307,4.557637633245864e-12,0.0,True,log,7e+21,5e+20,48,Lambeck,Wael,T,False
output96Cp53_Colleoni_Wael_T,169,-27.560465661415762,28.842796472137643,6.861371864936231,0.0003207557200507538,3.090366962629523e-12,0.0,True,log,3e+21,5e+20,96,Colleoni,Wael,T,False
output71Cp330_ICE6G_Wael_T,170,-27.584520069052637,22.631502452294256,6.885426272573106,0.00031313218856268953,2.5406847602688652e-12,0.0,True,log,3e+22,3e+20,71,ICE6G,Wael,T,False
output96Cp530_Lambeck_Wael_T,171,-27.675167254760105,30.343056229729854,6.976073458280574,0.00028599611973104453,4.295725196070045e-12,0.0,True,log,3e+22,5e+20,96,Lambeck,Wael,T,False
output71Cp310_ICE6G_Wael_T,172,-27.70010959188061,28.075611524133326,7.001015795401081,0.00027895093502574187,5.7122695453390105e-12,0.0,True,log,1e+22,3e+20,71,ICE6G,Wael,T,False
output96Cp35_Colleoni_Wael_T,173,-27.749861401928612,26.980382357562586,7.0507676054490815,0.0002654122018563775,7.445993789788817e-12,0.0,True,log,5e+21,3e+20,96,Colleoni,Wael,T,False
output96Cp530_ICE6G_Wael_T,174,-27.7728189456055,32.72538289167724,7.07372514912597,0.00025938840005382036,5.04534775615817e-12,0.0,True,log,3e+22,5e+20,96,ICE6G,Wael,T,False
output71Cp330_ICE6G_Wael_S,175,-27.78708921478453,28.099419022793832,7.087995418304999,0.0002557131435817764,6.050765702369252e-12,0.0,True,log,3e+22,3e+20,71,ICE6G,Wael,S,False
output96Cp55_Lambeck_Wael_T,176,-27.816487154608623,27.810088973009886,7.1173933581290925,0.0002483051276941052,8.050943472503936e-12,0.0,True,log,5e+21,5e+20,96,Lambeck,Wael,T,False
output96Cp330_Lambeck_Wael_S,177,-27.84279088542085,27.360998349095954,7.14369708894132,0.0002418589276764641,2.171202588292514e-12,0.0,True,log,3e+22,3e+20,96,Lambeck,Wael,S,False
output48Cp35_Colleoni_Wael_S,178,-27.904948722170428,31.351966286556927,7.205854925690897,0.00022728319066938436,2.9847739258623045e-12,0.0,True,log,5e+21,3e+20,48,Colleoni,Wael,S,False
output48Cp510_Lambeck_Wael_S,179,-27.908637601371357,29.562963578471958,7.209543804891826,0.00022644631495038806,9.668330847683332e-13,0.0,True,log,1e+22,5e+20,48,Lambeck,Wael,S,False
output48Cp53_Colleoni_Wael_S,180,-27.930122751794887,25.1480789835188,7.231028955315356,0.0002216329746375858,8.211719625904004e-13,0.0,True,log,3e+21,5e+20,48,Colleoni,Wael,S,False
output48Cp33_Lambeck_Wael_S,181,-27.931285959975295,29.423617186077664,7.232192163495764,0.00022137531923089367,2.9233894336938155e-12,0.0,True,log,3e+21,3e+20,48,Lambeck,Wael,S,False
output96Cp310_Colleoni_Wael_T,182,-28.017866924487368,29.461764595833518,7.318773128007837,0.00020301473723562417,5.173245444891774e-12,0.0,True,log,1e+22,3e+20,96,Colleoni,Wael,T,False
output71Cp37_Colleoni_Wael_T,183,-28.062818371076588,26.406038843650617,7.363724574597057,0.00019409100112359934,4.259209695844878e-12,0.0,True,log,7e+21,3e+20,71,Colleoni,Wael,T,False
output96Cp35_ICE6G_Wael_T,184,-28.09847811024146,28.74962280078518,7.399384313761928,0.00018729171748166717,4.138417435944662e-12,0.0,True,log,5e+21,3e+20,96,ICE6G,Wael,T,False
output96Cp330_Lambeck_Wael_T,185,-28.1041615894787,26.903377901958827,7.405067792999169,0.0001862302681139883,3.960781760194664e-12,0.0,True,log,3e+22,3e+20,96,Lambeck,Wael,T,False
output96Cp55_ICE6G_Wael_S,186,-28.10601091635295,22.52185788299923,7.40691711987342,0.00018588618573289376,3.453732097084093e-12,0.0,True,log,5e+21,5e+20,96,ICE6G,Wael,S,False
output48Cp53_Lambeck_Wael_S,187,-28.12775866632606,30.072316009253587,7.4286648698465285,0.000181887221294257,6.558803748763156e-12,0.0,True,log,3e+21,5e+20,48,Lambeck,Wael,S,False
output71Cp57_Lambeck_Wael_T,188,-28.16806685155547,29.36415427916891,7.468973055075939,0.00017470147262565693,2.6889103534359676e-12,0.0,True,log,7e+21,5e+20,71,Lambeck,Wael,T,False
output96Cp37_Colleoni_Wael_T,189,-28.200728192422538,22.939392316357292,7.501634395943007,0.0001690876645689606,2.7102266332982237e-12,0.0,True,log,7e+21,3e+20,96,Colleoni,Wael,T,False
output71Cp310_Colleoni_Wael_T,190,-28.31708324893082,28.884136074306397,7.61798945245129,0.00015051492507163562,1.9367235276328386e-12,0.0,True,log,1e+22,3e+20,71,Colleoni,Wael,T,False
output96Cp53_Colleoni_Wael_S,191,-28.35203635599806,22.969207498516106,7.652942559518529,0.0001453448423629343,2.167649875184194e-12,0.0,True,log,3e+21,5e+20,96,Colleoni,Wael,S,False
output71Cp510_ICE6G_Wael_S,192,-28.359760282387768,25.042506902336758,7.660666485908237,0.0001442265339251575,5.084427605473671e-12,0.0,True,log,1e+22,5e+20,71,ICE6G,Wael,S,False
output96Cp320_Colleoni_Wael_S,193,-28.360601673833493,27.492692892599084,7.661507877353962,0.0001441052339907812,1.8299096677859906e-14,0.0,True,log,2e+22,3e+20,96,Colleoni,Wael,S,False
output96Cp57_Colleoni_Wael_T,194,-28.413915756743517,27.451983871787263,7.714821960263986,0.0001366236057317785,1.215522882360233e-12,0.0,True,log,7e+21,5e+20,96,Colleoni,Wael,T,False
output48Cp37_ICE6G_Wael_S,195,-28.414320188913244,22.487681084205,7.715226392433713,0.00013656836192239122,4.8418547178164064e-12,0.0,True,log,7e+21,3e+20,48,ICE6G,Wael,S,False
output71Cp33_Colleoni_Wael_T,196,-28.4656097584727,26.215547632534545,7.766515961993168,0.00012974042708614983,3.2822134869909612e-12,0.0,True,log,3e+21,3e+20,71,Colleoni,Wael,T,False
output48Cp320_ICE6G_Wael_T,197,-28.48215242337161,23.32523489812693,7.783058626892078,0.0001276118295572335,6.024908342208242e-12,0.0,True,log,2e+22,3e+20,48,ICE6G,Wael,T,False
output71Cp55_Colleoni_Wael_S,198,-28.656990394724154,25.590677855408774,7.9578965982446235,0.00010714200492281483,2.0397522046081963e-12,0.0,True,log,5e+21,5e+20,71,Colleoni,Wael,S,False
output96Cp33_Lambeck_Wael_S,199,-28.791115436590054,30.37478452355868,8.092021640110524,9.369361665003824e-05,5.300154768885211e-12,0.0,True,log,3e+21,3e+20,96,Lambeck,Wael,S,False
output71Cp520_ICE6G_Wael_T,200,-28.813408502707553,32.79608228790803,8.114314706228022,9.162800857456297e-05,3.382677828104413e-12,0.0,True,log,2e+22,5e+20,71,ICE6G,Wael,T,False
output71Cp35_Lambeck_Wael_T,201,-28.85682387887245,30.101037976905374,8.15773008239292,8.773506243911867e-05,3.1446460285359193e-12,0.0,True,log,5e+21,3e+20,71,Lambeck,Wael,T,False
output96Cp320_Lambeck_Wael_T,202,-28.866933858932352,30.917271410142206,8.167840062452822,8.685253140994372e-05,3.747618950319523e-12,0.0,True,log,2e+22,3e+20,96,Lambeck,Wael,T,False
output96Cp510_Lambeck_Wael_T,203,-28.872577529540024,28.408238735782717,8.173483733060493,8.636374490359313e-05,7.293227103726363e-12,0.0,True,log,1e+22,5e+20,96,Lambeck,Wael,T,False
output48Cp330_ICE6G_Wael_T,204,-28.97844082723097,30.21825579087019,8.279347030751438,7.768830031062811e-05,1.5129623442040196e-12,0.0,True,log,3e+22,3e+20,48,ICE6G,Wael,T,False
output71Cp35_Colleoni_Wael_S,205,-29.249815984234935,26.7441583579827,8.550722187755404,5.922415686909541e-05,4.241446128193993e-12,0.0,True,log,5e+21,3e+20,71,Colleoni,Wael,S,False
output48Cp310_ICE6G_Wael_S,206,-29.262718161584452,25.90285316277749,8.563624365104921,5.846494457154862e-05,4.867712077684332e-12,0.0,True,log,1e+22,3e+20,48,ICE6G,Wael,S,False
output96Cp320_ICE6G_Wael_T,207,-29.299041520054526,25.658330693177955,8.599947723574996,5.637940758313781e-05,3.964334473702471e-12,0.0,True,log,2e+22,3e+20,96,ICE6G,Wael,T,False
output71Cp530_ICE6G_Wael_S,208,-29.68452102261486,24.193253031577594,8.985427226135329,3.83450128180706e-05,3.5593251360111027e-12,0.0,True,log,3e+22,5e+20,71,ICE6G,Wael,S,False
output48Cp57_Lambeck_Wael_S,209,-29.730343109913605,26.98221287237508,9.031249313434074,3.662761221977166e-05,1.6017801584765993e-12,0.0,True,log,7e+21,5e+20,48,Lambeck,Wael,S,False
output96Cp55_Colleoni_Wael_T,210,-29.912685185051483,28.55405332459025,9.213591388571952,3.052238390794253e-05,6.856243327838244e-12,0.0,True,log,5e+21,5e+20,96,Colleoni,Wael,T,False
output48Cp320_ICE6G_Wael_S,211,-30.09246190418419,30.709704600498863,9.39336810770466,2.5500131115354047e-05,3.418204962570367e-12,0.0,True,log,2e+22,3e+20,48,ICE6G,Wael,S,False
output71Cp520_ICE6G_Wael_S,212,-30.316135997964018,31.370009699599436,9.617042201484487,2.0389284640896815e-05,2.3940351527135076e-12,0.0,True,log,2e+22,5e+20,71,ICE6G,Wael,S,False
output48Cp33_Colleoni_Wael_S,213,-30.92047862888303,27.968654446194495,10.221384832403498,1.114138851744291e-05,3.0974723894261497e-12,0.0,True,log,3e+21,3e+20,48,Colleoni,Wael,S,False
output71Cp53_Lambeck_Wael_S,214,-32.41841360899489,29.18112065526998,11.719319812515359,2.4911187060511596e-06,2.32298088879321e-12,0.0,True,log,3e+21,5e+20,71,Lambeck,Wael,S,False
output48Cp310_Colleoni_Wael_T,215,-33.787909220332295,33.59633504616736,13.088815423852765,6.333299641845956e-07,5.762007535700191e-12,0.0,True,log,1e+22,3e+20,48,Colleoni,Wael,T,False
