,rank,loo,p_loo,d_loo,weight,se,dse,warning,loo_scale,LMV,UMV,lithosphere,ice_history,esl_curve,deglacial_rate,true_model
output71Cp530_ICE6G_Wael_T,178,-35.17383564686618,8.799471310501264,11.20834665431422,1.047111181187853e-06,2.691423897093554e-13,0.0,True,log,3e+22,5e+20,71,ICE6G,Wael,T,False
output48Cp510_ICE6G_Wael_S,179,-35.17966517291077,8.479332288179044,11.214176180358805,1.0410247769479516e-06,1.212348642223416e-13,0.0,True,log,1e+22,5e+20,48,ICE6G,Wael,S,False
output48Cp55_ICE6G_Wael_S,180,-35.216312602948605,8.48187798930001,11.250823610396644,1.003564498181968e-06,6.497106672309645e-13,0.0,True,log,5e+21,5e+20,48,ICE6G,Wael,S,False
output48Cp37_ICE6G_Wael_S,181,-35.21678820733855,8.856906809518659,11.251299214786592,1.0030873119859417e-06,3.059725850782531e-13,0.0,True,log,7e+21,3e+20,48,ICE6G,Wael,S,False
output71Cp320_ICE6G_Wael_S,182,-35.22126076944956,9.068850988878975,11.255771776897596,9.986109595245234e-07,3.770264393470394e-13,0.0,True,log,2e+22,3e+20,71,ICE6G,Wael,S,False
output48Cp53_Lambeck_Wael_T,183,-35.230550072688146,8.24523658380344,11.265061080136185,9.893775120478639e-07,4.152321561129427e-13,0.0,True,log,3e+21,5e+20,48,Lambeck,Wael,T,False
output71Cp57_ICE6G_Wael_T,184,-35.23140228125331,8.492392965448339,11.265913288701348,9.885347152282876e-07,5.0665732941126886e-14,0.0,True,log,7e+21,5e+20,71,ICE6G,Wael,T,False
output71Cp310_ICE6G_Wael_T,185,-35.31738368376343,9.211938716622498,11.35189469121147,9.070906215061184e-07,6.079521426204267e-13,0.0,True,log,1e+22,3e+20,71,ICE6G,Wael,T,False
output48Cp33_ICE6G_Wael_S,186,-35.353515756738275,9.098736111360715,11.388026764186314,8.749006049889301e-07,4.4808042659858923e-13,0.0,True,log,3e+21,3e+20,48,ICE6G,Wael,S,False
output71Cp520_ICE6G_Wael_T,187,-35.42115840192875,8.912723889135098,11.455669409376789,8.176772022273328e-07,1.9098682939553406e-13,0.0,True,log,2e+22,5e+20,71,ICE6G,Wael,T,False
output48Cp53_ICE6G_Wael_S,188,-35.50278184439574,8.812387732910985,11.53729285184378,7.535867930400882e-07,4.649699722409175e-13,0.0,True,log,3e+21,5e+20,48,ICE6G,Wael,S,False
output48Cp330_ICE6G_Wael_S,189,-35.51746647254714,8.730810294470835,11.55197747999518,7.42601506035248e-07,3.8325786978188586e-13,0.0,True,log,3e+22,3e+20,48,ICE6G,Wael,S,False
output96Cp35_ICE6G_Wael_T,190,-35.56764422965972,9.409264628062623,11.602155237107759,7.062588495267306e-07,2.7799542997765315e-13,0.0,True,log,5e+21,3e+20,96,ICE6G,Wael,T,False
output48Cp510_Colleoni_Wael_T,191,-35.575260263563884,9.877191348542713,11.609771271011923,7.00900389192411e-07,1.3899771498882658e-13,0.0,True,log,1e+22,5e+20,48,Colleoni,Wael,T,False
output71Cp510_ICE6G_Wael_T,192,-35.581620997415584,8.837878057908576,11.616132004863623,6.964562971870025e-07,7.682636666111607e-13,0.0,True,log,1e+22,5e+20,71,ICE6G,Wael,T,False
output48Cp530_ICE6G_Wael_S,193,-35.58369613819813,9.116202820940806,11.618207145646167,6.950125508280199e-07,1.4255030660379996e-13,0.0,True,log,3e+22,5e+20,48,ICE6G,Wael,S,False
output71Cp33_ICE6G_Wael_T,194,-35.605856512025085,9.131891587159672,11.640367519473124,6.797802133888648e-07,6.710269160188883e-13,0.0,True,log,3e+21,3e+20,71,ICE6G,Wael,T,False
output48Cp310_ICE6G_Wael_T,195,-35.70270603430748,8.466075731601215,11.737217041755521,6.170314580115976e-07,2.5268234913206114e-13,0.0,True,log,1e+22,3e+20,48,ICE6G,Wael,T,False
output48Cp57_ICE6G_Wael_S,196,-35.70566102881318,8.951558225081314,11.740172036261221,6.152108247487605e-07,5.901886079291893e-13,0.0,True,log,7e+21,5e+20,48,ICE6G,Wael,S,False
output48Cp310_ICE6G_Wael_S,197,-35.816746375727426,9.339216661961238,11.851257383175465,5.50529017870285e-07,5.297926068842108e-13,0.0,True,log,1e+22,3e+20,48,ICE6G,Wael,S,False
output48Cp53_Colleoni_Wael_T,198,-36.12620725849135,9.053254827921613,12.160718265939387,4.040015779837446e-07,5.901886079291893e-13,0.0,True,log,3e+21,5e+20,48,Colleoni,Wael,T,False
output96Cp53_ICE6G_Wael_T,199,-36.18543307397505,9.859379655717586,12.219944081423087,3.8076902906401204e-07,6.173026237645527e-13,0.0,True,log,3e+21,5e+20,96,ICE6G,Wael,T,False
output48Cp530_Colleoni_Wael_T,200,-36.206867754279905,10.65270673153617,12.241378761727944,3.726942163297737e-07,3.3794679767953983e-13,0.0,True,log,3e+22,5e+20,48,Colleoni,Wael,T,False
output71Cp53_ICE6G_Wael_T,201,-36.24950120538551,9.345776413073935,12.284012212833552,3.5713891972125e-07,4.4852196229108985e-13,0.0,True,log,3e+21,5e+20,71,ICE6G,Wael,T,False
output96Cp330_ICE6G_Wael_T,202,-36.435316098399234,10.798606921687089,12.469827105847273,2.965779083469894e-07,3.117735703447471e-13,0.0,True,log,3e+22,3e+20,96,ICE6G,Wael,T,False
output48Cp37_ICE6G_Wael_T,203,-36.462715381071,9.009726270193969,12.497226388519039,2.885622001857448e-07,1.8430782116489233e-13,0.0,True,log,7e+21,3e+20,48,ICE6G,Wael,T,False
output48Cp35_ICE6G_Wael_T,204,-36.69919141062764,9.20143398644695,12.73370241807568,2.2779238721169448e-07,3.79705172722616e-13,0.0,True,log,5e+21,3e+20,48,ICE6G,Wael,T,False
output48Cp520_ICE6G_Wael_S,205,-36.73238787194266,9.969361391698424,12.766898879390702,2.2035462279638021e-07,4.898388936605153e-13,0.0,True,log,2e+22,5e+20,48,ICE6G,Wael,S,False
output48Cp33_ICE6G_Wael_T,206,-36.87462248136296,9.333666284496509,12.909133488811001,1.911395063135886e-07,1.4965550721969175e-13,0.0,True,log,3e+21,3e+20,48,ICE6G,Wael,T,False
output48Cp55_ICE6G_Wael_T,207,-36.90040636437987,8.526056616089836,12.934917371827908,1.8627418067597402e-07,4.6939663967739e-13,0.0,True,log,5e+21,5e+20,48,ICE6G,Wael,T,False
output48Cp510_ICE6G_Wael_T,208,-36.90925154019327,8.590422522287785,12.943762547641306,1.8463381814067344e-07,3.6281565535449664e-13,0.0,True,log,1e+22,5e+20,48,ICE6G,Wael,T,False
output48Cp530_ICE6G_Wael_T,209,-36.97225368806453,9.066906155296973,13.006764695512565,1.733603462093813e-07,1.2746604949592728e-13,0.0,True,log,3e+22,5e+20,48,ICE6G,Wael,T,False
output48Cp320_ICE6G_Wael_S,210,-37.01740851711147,10.321552159288597,13.051919524559509,1.6570639627621313e-07,2.445985961313145e-14,0.0,True,log,2e+22,3e+20,48,ICE6G,Wael,S,False
output48Cp53_ICE6G_Wael_T,211,-37.30022906006507,9.04013003941072,13.33474006751311,1.2488545813366872e-07,2.7312446199284383e-13,0.0,True,log,3e+21,5e+20,48,ICE6G,Wael,T,False
output48Cp320_ICE6G_Wael_T,212,-37.36097594814794,10.326901208231618,13.395486955595977,1.1752488450672079e-07,4.898388936605153e-13,0.0,True,log,2e+22,3e+20,48,ICE6G,Wael,T,False
output71Cp55_ICE6G_Wael_T,213,-37.5510285392247,10.547354492245049,13.585539546672742,9.71831656067522e-08,1.7677712088839828e-13,0.0,True,log,5e+21,5e+20,71,ICE6G,Wael,T,False
output48Cp520_ICE6G_Wael_T,214,-37.775308993523915,9.671299388282847,13.809820000971953,7.76581924470855e-08,2.953145243409933e-13,0.0,True,log,2e+22,5e+20,48,ICE6G,Wael,T,False
output48Cp57_ICE6G_Wael_T,215,-37.82360298657179,9.49754562401041,13.858113994019831,7.399688929550787e-08,2.953145243409933e-13,0.0,True,log,7e+21,5e+20,48,ICE6G,Wael,T,False
