,rank,loo,p_loo,d_loo,weight,se,dse,warning,loo_scale,LMV,UMV,lithosphere,ice_history,esl_curve,deglacial_rate
output71Cp430_Colleoni_Glac_Wael_S,464,-87.34799242466205,41.47190569723118,25.044499384600655,1.551085827481213e-12,1.3754012186384732e-11,0.0,True,log,3e+22,4e+20,71.0,Colleoni,Glac,S
output96Cp510_Colleoni_Glac_Wael_S,465,-87.37986097650169,41.89026054113297,25.076367936440292,1.5024343125326088e-12,5.568561227388727e-12,0.0,True,log,1e+22,5e+20,96.0,Colleoni,Glac,S
output96Cp340_Colleoni_Glac_Wael_S,466,-87.41538947631392,42.319364525175374,25.111896436252522,1.4499921866181227e-12,2.427965284664494e-12,0.0,True,log,4e+22,3e+20,96.0,Colleoni,Glac,S
output96Cp330_Colleoni_Glac_Wael_S,467,-87.76100585671783,47.568744867414246,25.457512816656433,1.0262812043141627e-12,7.491218230883242e-12,0.0,True,log,3e+22,3e+20,96.0,Colleoni,Glac,S
output71Cp57_Colleoni_Glac_Wael_S,468,-87.86408111976829,40.96710979927616,25.56058807970689,9.257662781729655e-13,9.149695723202357e-12,0.0,True,log,7e+21,5e+20,71.0,Colleoni,Glac,S
output96Cp515_Colleoni_Glac_Wael_S,469,-88.04176573618547,41.48653754594493,25.73827269612407,7.750574742989278e-13,8.027038394782009e-12,0.0,True,log,1.5e+22,5e+20,96.0,Colleoni,Glac,S
output96Cp430_Colleoni_Glac_Wael_S,470,-88.0655829528988,47.792150703921436,25.762089912837396,7.568158570471374e-13,9.196520482423458e-12,0.0,True,log,3e+22,4e+20,96.0,Colleoni,Glac,S
output71Cp420_Colleoni_Glac_Wael_S,471,-88.31003410809271,43.72970104288615,26.00654106803131,5.926884106284237e-13,2.1531789791363323e-13,0.0,True,log,2e+22,4e+20,71.0,Colleoni,Glac,S
output96Cp520_Colleoni_Glac_Wael_S,472,-88.31354621857587,43.24380891121035,26.010053178514468,5.906104745546909e-13,8.642297237068417e-12,0.0,True,log,2e+22,5e+20,96.0,Colleoni,Glac,S
output71Cp520_Colleoni_Glac_Wael_S,473,-88.95374520092737,39.834507013443684,26.650252160865975,3.113624669928261e-13,3.3658802386643863e-12,0.0,True,log,2e+22,5e+20,71.0,Colleoni,Glac,S
output71Cp515_Colleoni_Glac_Wael_S,474,-89.58563544100737,33.507282901153474,27.282142400945972,1.655159363237586e-13,8.083881802520333e-12,0.0,True,log,1.5e+22,5e+20,71.0,Colleoni,Glac,S
output71Cp440_Colleoni_Glac_Wael_S,475,-90.23103357578528,37.68125476953838,27.927540535723878,8.680544476354066e-14,7.671767100151736e-12,0.0,True,log,4e+22,4e+20,71.0,Colleoni,Glac,S
output71Cp540_Colleoni_Glac_Wael_S,476,-90.67205230837367,41.4022461969617,28.368559268312268,5.584894384661104e-14,9.074125932037874e-13,0.0,True,log,4e+22,5e+20,71.0,Colleoni,Glac,S
output96Cp530_Colleoni_Glac_Wael_S,477,-90.6875202882654,37.71329575258949,28.384027248204006,5.499172035550702e-14,1.721616896596357e-12,0.0,True,log,3e+22,5e+20,96.0,Colleoni,Glac,S
output96Cp540_Colleoni_Glac_Wael_S,478,-91.94604999701815,44.731383403887875,29.642556956956753,1.5621574290189004e-14,1.3441373404121998e-11,0.0,True,log,4e+22,5e+20,96.0,Colleoni,Glac,S
output71Cp530_Colleoni_Glac_Wael_S,479,-92.93858821920355,45.01832599641096,30.635095179142155,5.78989816861368e-15,7.955984135332604e-12,0.0,True,log,3e+22,5e+20,71.0,Colleoni,Glac,S
