,lat,lon,rsl,rsl_er_max,rsl_er_min,age,age_er_max,age_er_min,rsl_er,age_er
3274,51.21,-2.86,-6.17,0.25,0.25,6188.0,256.0,272.0,0.25,264.0
3275,50.63,-2.56,-5.71,0.22,0.22,6188.0,217.0,253.0,0.22,235.0
3276,51.47,0.31,-8.48,0.28,0.28,6197.0,198.0,243.0,0.28,220.5
3282,51.53,-2.89,-6.22,0.21,0.21,6230.0,167.0,227.0,0.21,197.0
3288,51.46,0.25,-8.62,0.73,0.73,6256.0,145.0,229.0,0.73,187.0
3289,51.53,-2.89,-5.03,0.7,0.7,6278.0,160.0,261.0,0.7,210.5
3291,51.05,0.83,-6.52,0.21,0.21,6302.0,143.0,179.0,0.21,161.0
3292,51.15,-2.81,-5.88,0.32,0.32,6304.0,251.0,310.0,0.32,280.5
3294,51.46,0.35,-11.4,0.27,0.27,6331.0,218.0,312.0,0.27,265.0
3295,51.53,-2.89,-5.81,0.21,0.21,6332.0,198.0,306.0,0.21,252.0
3299,51.23,1.39,-7.66,0.42,0.42,6350.0,282.0,327.0,0.42,304.5
3306,50.79,-1.34,-5.98,0.41,0.41,6365.0,292.0,351.0,0.41,321.5
3308,51.24,-3.0,-9.07,0.21,0.21,6377.0,155.0,154.0,0.21,154.5
3309,50.93,0.7,-8.61,0.21,0.21,6377.0,155.0,154.0,0.21,154.5
3314,51.4,-2.86,-6.15,0.47,0.47,6398.0,256.0,206.0,0.47,231.0
3316,50.79,-1.34,-5.29,0.22,0.22,6403.0,386.0,452.0,0.22,419.0
3318,51.57,-3.76,-10.1,0.85,0.85,6406.0,311.0,375.0,0.85,343.0
3320,51.21,-2.86,-6.17,0.25,0.25,6421.0,294.0,237.0,0.25,265.5
3326,51.53,-2.89,-5.96,0.21,0.21,6451.0,183.0,148.0,0.21,165.5
3329,51.23,1.39,-8.02,0.79,0.79,6462.0,379.0,432.0,0.79,405.5
3330,51.55,-2.83,-6.37,0.21,0.21,6465.0,190.0,166.0,0.21,178.0
3333,51.5,0.13,-8.26,0.28,0.28,6484.0,161.0,169.0,0.28,165.0
3335,51.46,0.25,-10.45,0.28,0.28,6488.0,168.0,174.0,0.28,171.0
3339,51.46,0.31,-10.59,0.21,0.21,6511.0,120.0,97.0,0.21,108.5
3351,51.23,1.38,-8.81,0.42,0.42,6576.0,354.0,291.0,0.42,322.5
3352,50.86,0.53,-9.65,0.21,0.21,6580.0,193.0,175.0,0.21,184.0
3354,51.46,0.36,-11.51,0.44,0.44,6595.0,283.0,277.0,0.44,280.0
3358,51.43,-2.88,-7.2,0.85,0.85,6621.0,276.0,298.0,0.85,287.0
3359,51.23,1.38,-8.58,0.79,0.79,6630.0,212.0,192.0,0.79,202.0
3365,51.53,-2.89,-6.66,0.21,0.21,6662.0,216.0,207.0,0.21,211.5
3372,51.05,0.83,-6.25,0.22,0.22,6712.0,169.0,157.0,0.22,163.0
3376,50.86,0.51,-8.92,0.21,0.21,6722.0,158.0,153.0,0.21,155.5
3387,51.47,-2.76,-6.64,0.88,0.88,6778.0,104.0,102.0,0.88,103.0
3390,51.53,-2.89,-6.72,0.21,0.21,6797.0,206.0,230.0,0.21,218.0
3394,51.23,1.39,-8.21,0.42,0.42,6817.0,185.0,177.0,0.42,181.0
3395,50.93,0.6,-9.21,0.22,0.22,6820.0,354.0,371.0,0.22,362.5
3400,51.54,-2.84,-7.24,0.21,0.21,6830.0,120.0,151.0,0.21,135.5
3408,50.86,0.52,-10.46,0.21,0.21,6867.0,286.0,194.0,0.21,240.0
3413,51.55,-2.84,-7.91,0.51,0.51,6886.0,270.0,211.0,0.51,240.5
3426,51.42,-2.81,-8.24,0.32,0.32,6979.0,278.0,301.0,0.32,289.5
3427,51.42,-2.82,-8.24,0.23,0.23,6980.0,264.0,239.0,0.23,251.5
3435,51.22,-3.62,-8.57,0.4,0.4,7061.0,188.0,174.0,0.4,181.0
3441,51.57,-3.76,-10.6,0.78,0.78,7070.0,346.0,326.0,0.78,336.0
3447,51.45,0.37,-9.9,0.21,0.21,7094.0,217.0,233.0,0.21,225.0
3451,51.21,-3.11,-7.57,0.22,0.22,7126.0,286.0,237.0,0.22,261.5
3458,51.23,-2.97,-10.78,0.54,0.54,7163.0,265.0,355.0,0.54,310.0
3464,50.59,-2.49,-6.85,0.87,0.87,7199.0,231.0,291.0,0.87,261.0
3470,50.24,-3.66,-11.61,0.28,0.28,7219.0,97.0,62.0,0.28,79.5
3475,51.24,-3.0,-9.28,0.21,0.21,7275.0,151.0,245.0,0.21,198.0
3477,50.82,-1.36,-8.88,0.47,0.47,7284.0,223.0,305.0,0.47,264.0
3478,51.58,-2.72,-7.52,0.22,0.22,7297.0,127.0,131.0,0.22,129.0
3486,51.24,1.35,-11.01,0.42,0.42,7347.0,308.0,379.0,0.42,343.5
3488,51.24,1.35,-11.06,0.42,0.42,7359.0,205.0,193.0,0.42,199.0
3490,50.54,-4.83,-12.7,0.4,0.4,7371.0,188.0,186.0,0.4,187.0
3509,51.55,-2.84,-9.37,0.52,0.52,7462.0,109.0,138.0,0.52,123.5
3514,51.45,0.37,-13.18,0.22,0.22,7478.0,136.0,185.0,0.22,160.5
3515,51.04,-4.24,-6.42,0.55,0.55,7480.0,201.0,225.0,0.55,213.0
3521,51.47,0.31,-11.84,0.28,0.28,7510.0,153.0,179.0,0.28,166.0
3528,51.58,-2.72,-9.86,0.21,0.21,7535.0,123.0,105.0,0.21,114.0
3533,51.46,0.26,-11.89,0.28,0.28,7551.0,174.0,209.0,0.28,191.5
3545,51.46,0.31,-12.64,0.21,0.21,7645.0,55.0,64.0,0.21,59.5
3547,51.46,0.25,-11.47,0.83,0.83,7657.0,129.0,82.0,0.83,105.5
3568,51.47,0.31,-12.22,0.83,0.83,7728.0,199.0,148.0,0.83,173.5
3574,51.2,-3.06,-12.1,0.23,0.23,7740.0,216.0,220.0,0.23,218.0
3582,51.46,0.36,-13.75,0.27,0.27,7781.0,195.0,203.0,0.27,199.0
3587,51.46,0.26,-12.09,0.29,0.29,7804.0,160.0,179.0,0.29,169.5
3588,50.95,0.72,-14.05,0.5,0.5,7814.0,117.0,119.0,0.5,118.0
3599,51.45,0.37,-13.86,0.22,0.22,7872.0,171.0,202.0,0.22,186.5
3605,51.22,-3.62,-12.8,0.21,0.21,7896.0,99.0,104.0,0.21,101.5
3616,51.46,0.36,-13.75,0.27,0.27,7943.0,230.0,245.0,0.27,237.5
3619,50.23,-3.78,-12.8,0.29,0.29,7946.0,103.0,154.0,0.29,128.5
3621,50.28,-3.88,-12.97,0.29,0.29,7953.0,52.0,83.0,0.29,67.5
3626,51.46,0.25,-14.29,0.28,0.28,7964.0,215.0,235.0,0.28,225.0
3656,51.22,-2.99,-14.22,0.82,0.82,8139.0,235.0,196.0,0.82,215.5
3662,50.23,-3.78,-14.71,0.29,0.29,8177.0,146.0,148.0,0.29,147.0
3663,51.2,-3.06,-14.52,0.22,0.22,8178.0,241.0,245.0,0.22,243.0
3667,50.28,-3.65,-14.78,0.29,0.29,8193.0,127.0,146.0,0.29,136.5
3674,50.23,-3.78,-15.38,0.29,0.29,8247.0,124.0,196.0,0.29,160.0
3689,50.28,-3.65,-17.31,0.29,0.29,8331.0,59.0,130.0,0.29,94.5
3692,51.61,0.93,-19.05,0.41,0.41,8335.0,651.0,477.0,0.41,564.0
3704,50.28,-3.88,-14.57,0.29,0.29,8401.0,107.0,58.0,0.29,82.5
3718,51.22,-3.62,-13.47,0.4,0.4,8506.0,86.0,87.0,0.4,86.5
3730,51.21,-3.15,-16.85,0.21,0.21,8597.0,124.0,118.0,0.21,121.0
3738,51.45,0.37,-16.31,0.21,0.21,8661.0,319.0,235.0,0.21,277.0
3742,51.23,-3.18,-19.3,0.21,0.21,8712.0,264.0,118.0,0.21,191.0
3745,51.22,-3.17,-18.15,0.21,0.21,8721.0,255.0,124.0,0.21,189.5
3746,51.23,-3.17,-19.23,0.5,0.5,8726.0,252.0,133.0,0.5,192.5
3752,51.23,-3.18,-19.3,0.21,0.21,8794.0,186.0,154.0,0.21,170.0
3755,51.22,-3.17,-19.39,0.5,0.5,8822.0,160.0,175.0,0.5,167.5
3759,50.28,-3.65,-17.31,0.29,0.29,8851.0,149.0,202.0,0.29,175.5
3761,51.22,-3.17,-19.31,0.21,0.21,8860.0,138.0,205.0,0.21,171.5
3762,51.22,-3.17,-18.37,0.5,0.5,8860.0,138.0,205.0,0.5,171.5
3768,51.23,-3.18,-19.3,0.21,0.21,8893.0,128.0,164.0,0.21,146.0
3769,51.22,-3.17,-18.15,0.21,0.21,8908.0,164.0,184.0,0.21,174.0
3774,51.22,-3.17,-19.53,0.5,0.5,9060.0,192.0,78.0,0.5,135.0
3777,51.23,-3.17,-19.23,0.5,0.5,9069.0,176.0,73.0,0.5,124.5
3779,51.22,-3.17,-18.15,0.21,0.21,9084.0,171.0,87.0,0.21,129.0
3782,51.22,-3.17,-19.31,0.21,0.21,9090.0,164.0,85.0,0.21,124.5
3788,51.21,-3.15,-17.09,0.5,0.5,9186.0,116.0,158.0,0.5,137.0
3794,51.22,-2.96,-27.07,0.82,0.82,9330.0,228.0,329.0,0.82,278.5
3809,51.21,-3.15,-17.09,0.5,0.5,9521.0,69.0,63.0,0.5,66.0
3818,50.95,0.72,-28.68,0.21,0.21,9671.0,215.0,121.0,0.21,168.0
3822,50.79,0.33,-28.15,0.23,0.23,9778.0,340.0,220.0,0.23,280.0
3823,50.79,0.33,-28.35,0.26,0.26,9782.0,365.0,234.0,0.26,299.5
3833,51.59,-3.79,-25.6,0.26,0.26,10045.0,444.0,481.0,0.26,462.5
3834,51.59,-3.79,-25.66,0.26,0.26,10072.0,439.0,508.0,0.26,473.5
4563,48.29,-4.24,-2.96,0.2,0.2,2822.0,74.0,119.0,0.2,96.5
4564,48.29,-4.24,-2.26,0.2,0.2,2372.0,213.0,319.0,0.2,266.0
4565,48.29,-4.24,-0.97,0.2,0.2,1597.0,182.0,123.0,0.2,152.5
4566,48.29,-4.24,-0.61,0.2,0.2,999.0,83.0,175.0,0.2,129.0
4567,48.29,-4.24,-0.3,0.2,0.2,483.0,167.0,63.0,0.2,115.0
4568,48.31,-4.26,-0.48,0.2,0.2,850.0,116.0,102.0,0.2,109.0
4569,48.64,-4.4,-0.28,0.14,0.14,500.0,162.0,27.0,0.14,94.5
4911,50.7157,-1.3888,-0.24,0.15,0.15,244.0,16.0,19.0,0.15,17.5
4912,50.7157,-1.3888,-0.22,0.15,0.15,223.0,27.0,23.0,0.15,25.0
4913,50.7157,-1.3888,-0.2,0.15,0.15,203.0,30.0,25.0,0.15,27.5
4914,50.7157,-1.3888,-0.18,0.15,0.15,183.0,30.0,25.0,0.15,27.5
4915,50.7157,-1.3888,-0.16,0.15,0.15,163.0,26.0,29.0,0.15,27.5
4916,50.7157,-1.3888,-0.14,0.15,0.15,142.0,31.0,29.0,0.15,30.0
4917,50.7157,-1.3888,-0.12,0.15,0.15,119.0,26.0,29.0,0.15,27.5
4924,50.87,-1.4,-0.69,0.11,0.11,1235.0,106.0,106.0,0.11,106.0
4925,50.78,-1.34,-1.68,0.11,0.11,2467.0,185.0,185.0,0.11,185.0
4926,50.78,-1.34,-2.04,0.11,0.11,2362.0,299.0,299.0,0.11,299.0
5276,50.24,-3.66,-3.74,0.14,0.14,2432.0,84.0,257.0,0.14,170.5
5277,50.3,-3.85,-1.67,0.26,0.26,1501.0,91.0,99.0,0.26,95.0
5278,50.3,-3.85,-1.6,0.26,0.26,1486.0,80.0,105.0,0.26,92.5
5279,50.3,-3.85,-1.61,0.26,0.26,1437.0,83.0,84.0,0.26,83.5
5280,50.3,-3.85,-1.3,0.26,0.26,1303.0,110.0,60.0,0.26,85.0
5281,50.3,-3.85,-0.96,0.26,0.26,1277.0,99.0,36.0,0.26,67.5
5282,50.3,-3.85,-0.91,0.26,0.26,1260.0,82.0,40.0,0.26,61.0
5283,50.3,-3.85,-1.25,0.26,0.26,1248.0,70.0,46.0,0.26,58.0
5284,50.3,-3.85,-0.81,0.26,0.26,1243.0,68.0,53.0,0.26,60.5
5285,50.3,-3.85,-1.02,0.26,0.26,1216.0,129.0,71.0,0.26,100.0
5286,50.3,-3.85,-0.63,0.21,0.21,502.0,167.0,34.0,0.21,100.5
